Site	Code	UCode	Type	StateCode	TStart	TStop	ShortName	Name	Location	Longitude	Latitude	Error	Parent	ShortEName	EName	UName
CC	LC32B	-	LP	-	1961 Aug 30	1970 Dec 14	CC    LC32B	Launch Complex 32B, Cape Canaveral	-	-80.5546	28.4531	0.0002	USAF	-	-	-
CC	LC34	-	LP	-	1961 Oct 27	1968 Oct 11	CC    LC34	Launch Complex 34, Cape Canaveral	-	-80.5610	28.5218	0.0002	NASA	-	-	-
CC	LC36	LC36A	LP	-	2024 Jan  1	*	CC    LC36	Space Launch Complex 36, Cape Canaveral	-	-80.5382	28.4718	0.0001	BLOR	-	-	-
CC	LC36A	-	LP	-	1962 May  8	2024 Jan  1	CC    LC36A	Space Launch Complex 36A, Cape Canaveral	-	-80.5377	28.4710	0.0002	USAF	-	-	-
CC	LC36B	-	LP	-	1965 Aug 11	2024 Jan  1	CC    LC36B	Space Launch Complex 36B, Cape Canaveral	-	-80.5411	28.4681	0.0002	USAF	-	-	-
CC	LC37A	-	LP	-	1964 Jan 29	1968 Jan 22	CC    LC37A	Launch Complex 37A, Cape Canaveral	-	-80.5682	28.5334	0.0002	NASA	-	-	-
CC	LC37B	-	LP	-	1964 Jan 29	1968 Jan 22	CC    LC37B	Launch Complex 37B, Cape Canaveral	-	-80.5650	28.5315	0.0002	NASA	-	-	-
CC	LC4	-	LP	-	1952	1960	CC    LC4	Launch Complex 4, Cape Canaveral	-	-80.5360	28.4665	0.0004	USAF	-	-	-
CC	LC4/10	-	LP	-	1950	1958	CC    LC4/10	Launch Complex 4 or 10, Cape Canaveral	-	-80.5362	28.4658	0.0004	USAF	-	-	-
CC	LC40	-	LP	-	1965 Jun 18	*	CC    LC40	Space Launch Complex 40, Cape Canaveral	-	-80.5772	28.5620	0.0001	USAF	-	-	-
CC	LC41	-	LP	-	1965 Dec 21	*	CC    LC41	Space Launch Complex 41, Cape Canaveral	-	-80.5831	28.5833	0.0002	USAF	-	-	-
CC	LC43	-	LP	-	1979	*	CC LC43	Launch Complex 43, Cape Canaveral	-	-80.5000	28.5000	0.5000	USAF	-	-	-
CC	LC43D	-	LP	-	1979	*	CC LC43D	Launch Complex 43D, Cape Canaveral	-	-80.5000	28.5000	0.5000	USAF	-	-	-
CC	LC4A	-	LP	-	1952	1960	CC    LC4A	Launch Complex 4A, Cape Canaveral	-	-80.5360	28.4665	0.0004	USAF	-	-	-
CC	LC5	-	LP	-	1956 Jul 19	1961 Jul 21	CC    LC5	Launch Complex 5, Cape Canaveral	-	-80.5733	28.4394	0.0001	USAF	-	-	-
CC	LC6	-	LP	-	1955 Apr 20	1961 Jun 26	CC    LC6	Launch Complex 6, Cape Canaveral	-	-80.5725	28.4400	0.0004	USAF	-	-	-
CC	LC9	-	LP	-	1956 Nov  6	1958 Nov 18	CC    LC9	Launch Complex 9, Cape Canaveral	-	-80.5565	28.4528	0.0010	USAF	-	-	-
CC	LaC1	-	LP	-	2015 Jul	*	CC    LaC1	Landing Complex 1, Cape Canaveral	-	-80.5446	28.4859	0.0002	USAF	-	-	-
CC	PAFB/800	-	LP	-	-	-	CC    PAFB/800	Patrick AFB/800, Cape Canaveral, Florida	-	-80.6000	28.2400	0.0200	USAF	-	-	-
CC	RW13	RW30/12	LP	-	2000?	*	CC    RW 31/13	Skid Strip, Cape Canaveral Air Station	-	-80.5665	28.4675	0.0004	USAF	-	-	-
CC	RW30/12	-	LP	-	1952 May	2000?	CC    RW 30/12	Skid Strip, Cape Canaveral Air Station	-	-80.5665	28.4675	0.0004	USAF	-	-	-
CC	RW31/13	RW30/12	LP	-	2000?	*	CC    RW 31/13	Skid Strip, Cape Canaveral Air Station	-	-80.5665	28.4675	0.0004	USAF	-	-	-
CC	SLC17A	LC17A	LP	-	1998 Oct  1	*	CC    SLC17A	Space Launch Complex 17A, Cape Canaveral	-	-80.5649	28.4472	0.0001	USAF	-	-	-
CC	SLC17B	LC17B	LP	-	1998 Oct  1	*	CC    SLC17B	Space Launch Complex 17B, Cape Canaveral	-	-80.5656	28.4458	0.0001	USAF	-	-	-
CC	SLC20	LC20	LP	-	1960 Jul  1	*	CC    SLC20	Space Launch Complex 20, Cape Canaveral	-	-80.5570	28.5119	0.0002	USAF	-	-	-
CC	SLC36A	LC36A	LP	-	1962 May  8	2024 Jan  1	CC    SLC36A	Space Launch Complex 36A, Cape Canaveral	-	-80.5377	28.4710	0.0002	USAF	-	-	-
CC	SLC36B	LC36B	LP	-	1965 Aug 11	*	CC    SLC36B	Space Launch Complex 36B, Cape Canaveral	-	-80.5411	28.4681	0.0002	USAF	-	-	-
CC	SLC37B	-	LP	-	2000 Jan  1	*	CC    SLC37B	Space Launch Complex 37B, Cape Canaveral	-	-80.5650	28.5315	0.0002	NASA	-	-	-
CC	SLC40	LC40	LP	-	1965 Jun 18	*	CC    SLC40	Space Launch Complex 40, Cape Canaveral	-	-80.5772	28.5620	0.0001	USAF	-	-	-
CC	SLC41	LC41	LP	-	1965 Dec 21	*	CC    SLC41	Space Launch Complex 41, Cape Canaveral	-	-80.5831	28.5833	0.0002	USAF	-	-	-
CCA	LC46	-	LP	-	1987 Jan 15	*	CC LC46	Launch Complex 46, Cape Canaveral	-	-80.5272	28.4583	0.0002	SPFL	-	-	-
CCA	LC47	-	LP	-	2006	*	CC LC47	Launch Complex 47, Cape Canaveral	-	-80.5300	28.4600	0.0100	SPFL	-	-	-
CCSP	RW15/33	-	LP	-	2020 Jan	*	CCSP	RW15/33, Cape Canaveral Spaceport	-	-80.6944	28.6149	0.0002	SPFL	-	-	-
CEL	BE	-	LP	-	1966	*	CEL   BE	Base Espace, CEL, Biscarosse, France	-	-1.2727	44.2946	0.0020	DGA	-	-	-
CEL	BESA	-	LP	-	1964	*	CEL   BESA	Base Experimentale Sol-Air, CEL, Biscarosse, France	-	-1.2606	44.3873	0.0020	DGA	-	-	-
CEL	BLB	-	LP	-	1966 Feb	*	CEL   BLB	Base Lancement Balistique, CEL, Biscarosse, France	-	-1.2600	44.3670	0.0020	DGA	-	-	-
CEL	BP	-	LP	-	1969 Dec	*	CEL   BP	Base Pluton, CEL, Biscarosse, France	-	-1.2560	44.3776	0.0020	DGA	-	-	-
CEL	BS	-	LP	-	1966	*	CEL   BS	Base Scientifique, CEL, Biscarosse, France	-	-1.2761	44.2946	0.0020	DGA	-	-	-
CEL	CE	-	LP	-	1964 Mar 11	*	CEL   CE	"Probable launch from CEL (Site ""CE"" in Chesser's BAL list)"	-	-1.2500	44.4500	0.0200	DGA	-	-	-
CEL	NORD	-	LP	-	1966	*	CEL   NORD	Pas de tir nord, CEL, Biscarosse, France	-	-1.2728	44.3372	0.0020	DGA	-	-	-
CEL	SUD	-	LP	-	1966	*	CEL   SUD	Pas de tir sud, CEL, Biscarosse, France	-	-1.2777	44.3132	0.0020	DGA	-	-	-
CEL	SUD-1	-	LP	-	2023	*	DGA EM  VMAX	VMAX pad, DGA Essais de Missiles	-	-1.2774	44.3153	0.0001	DGA	-	-	-
CEL	ZLS	-	LP	-	1968 Nov	*	CEL   ZLS	Zone de lancement SNLE, Golfe de Gascogne, off CEL	-	-1.7000	44.3600	0.2000	DGA	-	-	-
CEL	LP1	-	LP	-	2011	2011	DGA EM	Air launch point, 300 km W of DGA EM Landes	-	-5.0000	44.5000	0.5000	DGA	-	-	-
CELS	LP1	-	LP	-	2022	*	Celtic Sea	Celtic Sea Spaceport Cornwall Drop Zone 1	-	-11.1200	50.7400	0.0100	VORB	-	-	-
CERES	Nemo	-	LP	-	1966 Jul	*	CERES Nemo	Caisson Nemo, CERES/CEM, Ile du Levant, Var, France	-	6.4700	43.0500	0.0200	F	-	-	-
CHAN	IC3	-	LP	-	1999	*	CHAN  IC3	IC-3,Balasore Range, Orissa, India	-	86.6000	21.3000	0.1000	DRDO	-	-	-
CHAN	IC4	-	LP	-	1999	2015	CHAN  IC4	IC-4, Inner Wheeler Island, Balasore Range, Orissa, India	-	87.0884	20.7553	0.0001	DRDO	-	-	-
CHAN	IC4/TEL	-	LP	-	1999	*	CHAN  IC4/TEL	Tactical launcher, IC-4, Inner Wheeler Island, Orissa, India	-	87.0700	20.7500	0.0100	DRDO	-	-	-
CHAN	IC4AK	-	LP	-	2015	*	CHAN  IC4	IC-4, Abdul Kalam Island, Balasore Range, Orissa, India	-	87.0884	20.7553	0.0001	DRDO	-	-	-
CHAN	ITR	-	LP	-	1989	*	CHAN  ITR	Interim Test Range, Balasore Range, Chandipur-On-Sea, Orissa, India	-	86.6000	21.3000	0.0500	DRDO	-	-	-
CHAN	SEA	-	LP	-	1999	*	CHAN  IC3 SEA	Sea launch off Paradip, Balasore Range, Orissa, India	-	86.5000	19.5000	1.0000	DRDO	-	-	-
CHDONG	LP1	-	LP	-	2023	*	Chong dong	Chong dong missile launch point	-	125.9976	39.1118	0.0001	KPA	-	-	-
CHDONG	LP2	-	LP	-	2023	*	Chong dong	Chong dong missile launch point	-	125.9645	39.1266	0.0001	KPA	-	-	-
CHEL	LC5	-	LP	-	1957	1960s	CHEL  -	SP-5 Tactical missile site, Chelkar, Aktyubinsk	-	59.6100	47.8500	0.0200	RVSN	-	-	-
CHI	PLOB	-	LP	-	1980	1990?	CHI   PLOB	Punta Lobos Range, Peru (same as Chilca?)	-	-76.8000	-12.5000	0.0500	NASA	-	-	-
CHM	PS	-	LP	-	-	-	CHM   PS	Chernoye More (Black Sea), PS submerged pad	-	33.5000	44.6000	1.0000	VMF	-	-	-
CHM	PS-65	-	LP	-	1982	-	PS-65	PS-65  submarine launch stand, Black Sea	-	33.5000	44.6000	1.0000	VMF	-	-	-
CHM	PS-65M	-	LP	-	1982	-	PS-65M	PS-65M submarine launch stand, Black Sea	-	33.5000	44.6000	1.0000	VMF	-	-	-
CHM	PSD-4	-	LP	-	1982	-	PSD-4	PSD-4  submarine launch stand, Black Sea	-	33.5000	44.6000	1.0000	VMF	-	-	-
CHM	PSD-5	-	LP	-	1982	-	PSD-5	PSD-5  submarine launch stand, Black Sea	-	33.5000	44.6000	1.0000	VMF	-	-	-
CHM	PSD-5M	-	LP	-	1982	-	PSD-5M	PSD-5M submarine launch stand, Black Sea	-	33.5000	44.6000	1.0000	VMF	-	-	-
CHM	PSD-7	-	LP	-	1982	-	PSD-7	PSD-7  submarine launch stand, Black Sea	-	33.5000	44.6000	1.0000	VMF	-	-	-
CHM	PSD-9	-	LP	-	1982	-	PSD-9	PSD-9  submarine launch stand, Black Sea	-	33.5000	44.6000	1.0000	VMF	-	-	-
CLBI	MAN	-	LP	-	1965 Dec 15	*	CLBI  MAN	CLBI Natal, MAN site	-	-35.3830	-5.8660	0.0200	BR	-	-	-
CP	RAG	-	LP	-	1971 Mar 15	1971 Mar 22	CP    -	Thiokol RAG launcher at Cape Parry?	-	-124.7170	70.1700	0.0200	CA	-	-	-
CRI23	KT-410	-	LP	-	1974 Nov  6	1974 Nov  6	CRI23 KT-410	KT No. 410, Luna-23 Site, Mare Crisium, Mare Undarum A3	Luna	56.5000	13.5000	0.0100	NPOL	-	-	-
CRI24	KT-413	-	LP	-	1974 Aug 19	1974 Aug 19	CRI24 KT-413	KT No. 413, Luna-24 Site, Mare Crisium, Mare Undarum B1	Luna	62.2000	12.7500	0.0100	NPOL	-	-	-
CSG	ALFS	-	LP	-	1968	1979	CSG   ALFS	Aire de Lancement Fusee-Sondes, CSG )ELFS)	-	-52.7317	5.2080	0.0010	CNES	-	-	-
CSG	ALFS V	-	LP	-	1968	1979	CSG   ALFS V	Ensemble Veronique, ALFS, CSG	-	-52.7317	5.2080	0.0010	CNES	-	-	-
CSG	CECLES	-	LP	-	1972	1979	CSG   CECLES	Aire de Lancement CECLES, CSG (ELE)	-	-52.7747	5.2358	0.0010	CNES	-	-	-
CSG	ELE	CECLES	LP	-	1970	1972	CSG   ELE	Ensemble de Lancement Europa, CSG	-	-52.7747	5.2358	0.0010	CNES	-	-	-
CSG	Diamant	-	LP	-	1970	1975	CSG   Diamant	Aire de Lancement Diamant, CSG (ELD)	-	-52.7517	5.2333	0.0010	CNES	-	-	-
CSG	ELA1	CECLES	LP	-	1979	1989	CSG   ELA1	Ensemble de Lancement Ariane 1, CSG	-	-52.7747	5.2358	0.0010	CNES	-	-	-
CSG	ELA2	-	LP	-	1986	*	CSG   ELA2	Ensemble de Lancement Ariane 2, CSG	-	-52.7755	5.2322	0.0010	CNES	-	-	-
CSG	ELA3	-	LP	-	1996	*	CSG   ELA3	Ensemble de Lancement Ariane 3, CSG	-	-52.7687	5.2375	0.0010	CNES	-	-	-
CSG	ELA4	-	LP	-	1996	*	CSG   ELA3	Ensemble de Lancement Ariane 4, CSG	-	-52.7922	5.2646	0.0010	CNES	-	-	-
CSG	ELS	-	LP	-	2006	*	CSG   ELS	Ensemble de Lancement Soyuz	-	-52.8344	5.3050	0.0001	STSM	-	-	-
CSG	MER	-	LP	-	1973	*	CSG   MER	Offshore launch area CSG	-	-52.8000	5.3000	0.1000	CNES	-	-	-
CSG	ZLV	CECLES	LP	-	2012	*	CSG   ZLS	Zone de Lancement Vega	-	-52.7747	5.2358	0.0010	CNES	-	-	-
CUD	RW01/19	-	LP	-	1959	1967	CUD   RW01/19	RW01/19, Cuddeback Dry Lake, California	-	-117.2700	35.1800	0.0200	NASA/USAF	-	-	-
DAQA	LP1	-	LP	-	1970s	-	Da Qaidam	LP1,(D1) Da Qaidam	-	95.4302	37.7922	0.0001	PLA	-	- -	-
DAQA	LP2	-	LP	-	1970s	-	Da Qaidam	LP2 (D2), Da Qaidam	-	95.2841	37.8919	0.0001	PLA	-	- -	-
DAQA	LP3	-	LP	-	1970s	-	Da Qaidam	LP3 (D6), Da Qaidam	-	95.2400	37.9023	0.0001	PLA	-	- -	-
DAQA	LP4	-	LP	-	1970s	-	Da Qaidam	LP4 (D8), Da Qaidam	-	95.1748	37.9237	0.0001	PLA	-	- -	-
DAQA	LP5	-	LP	-	1970s	-	Da Qaidam	LP5 (D9), Da Qaidam	-	95.1440	37.9405	0.0001	PLA	-	- -	-
DAQA	LP6	-	LP	-	1970s	-	Da Qaidam	LP6 (D5), Da Qaidam	-	95.2887	37.9487	0.0001	PLA	-	- -	-
DAQA	LP7	-	LP	-	1970s	-	Da Qaidam	LP7 (D11), Da Qaidam	-	95.2103	37.9388	0.0001	PLA	-	- -	-
DAQA	LP8	-	LP	-	1970s	-	Da Qaidam	LP8 (D10), Da Qaidam	-	95.1365	37.9669	0.0001	PLA	-	- -	-
DAQA	LP9	-	LP	-	1970s	-	Da Qaidam	LP9 (D12), Da Qaidam	-	95.0413	38.0268	0.0001	PLA	-	- -	-
DAQA	LP10	-	LP	-	1970s	-	Da Qaidam	LP10 (D13), Da Qaidam	-	94.9878	38.0630	0.0001	PLA	-	- -	-
DAQA	LP11	-	LP	-	1970s	-	Da Qaidam	LP11 (D14), Da Qaidam	-	94.9679	38.0857	0.0001	PLA	-	- -	-
DAQA	LP12	-	LP	-	1970s	-	Da Qaidam	LP12 (D15), Da Qaidam	-	94.9480	38.1100	0.0001	PLA	-	- -	-
DAQA	LP13	-	LP	-	1970s	-	Da Qaidam	LP13 (D16), Da Qaidam	-	94.9295	38.1348	0.0001	PLA	-	- -	-
DAQA	LP14	-	LP	-	1970s	-	Da Qaidam	LP14 (D17), Da Qaidam	-	94.5877	38.0961	0.0001	PLA	-	- -	-
DAQA	LP15	-	LP	-	1970s	-	Da Qaidam	LP15 (D18), Da Qaidam	-	94.5590	38.0782	0.0001	PLA	-	- -	-
DAQA	LP16	-	LP	-	1970s	-	Da Qaidam	LP16 (D19), Da Qaidam	-	94.5624	38.0997	0.0001	PLA	-	- -	-
DAQA	LP17	-	LP	-	1970s	-	Da Qaidam	LP17 (D20), Da Qaidam	-	94.5255	38.0980	0.0001	PLA	-	- -	-
DAQA	LP18	-	LP	-	1970s	-	Da Qaidam	LP18 (D21), Da Qaidam	-	94.4929	38.1207	0.0001	PLA	-	- -	-
DAQA	LP19	-	LP	-	1970s	-	Da Qaidam	LP19 (D22), Da Qaidam	-	94.4531	38.1383	0.0001	PLA	-	- -	-
DDL	LP1	-	LP	-	1959	1967	DDL LP1	Delamar Dry Lake drop zone #1, Nevada  (nominal)	-	-114.6000	37.3000	0.0200	NASA/USAF	-	-	-
DDL	LP1A	-	LP	-	1959	1967	DDL LP1A	Delamar Dry Lake drop zone #1, Nevada  (nominal)	-	-114.5800	37.3700	0.0200	NASA/USAF	-	-	-
DDL	LP2	-	LP	-	1959	1967	DDL LP2	Delamar Dry Lake Drop Point 2, Nevada	-	-114.8800	37.6300	0.0200	NASA/USAF	-	-	-
DDL	LP2A	-	LP	-	1959	1967	DDL LP2	Delamar Dry Lake Drop Point 2, Nevada	-	-114.9000	37.5900	0.0200	NASA/USAF	-	-	-
DDL	LP2B	-	LP	-	1959	1967	DDL   2	Delamar Dry Lake drop zone #2, Nevada  (nominal)	-	-115.0000	37.6500	0.0200	NASA/USAF	-	-	-
DDL	RW00/18	-	LP	-	1959	1967	DDL   RW00/18	RW00/18, Delamar Dry Lake, Nevada	-	-114.9300	37.3600	0.0200	NASA/USAF	-	-	-
DELING	Site 1	-	LP	-	2005	-	Delingha	414 Brigade, Delingha, Qinghai province	-	97.0558	37.3760	0.0001	PLA	-	-	-
DELING	Site 2	-	LP	-	2005	-	Delingha	414 Brigade, Delingha, Qinghai province	-	97.0280	37.4076	0.0001	PLA	-	-	-
DENGSH	LP1	-	LP	-	-	-	Dengshahe LP1	DF-3 pad 1, Dengshahe	-	122.0805	39.1522	0.0001	PLA	-	-	-
DENGSH	LP2	-	LP	-	-	-	Dengshahe LP2	DF-3 pad 2, Dengshahe	-	122.0830	39.1514	0.0001	PLA	-	-	-
DERZH	LC371/3	-	LP	-	1960s	1990s	DERZH	Derzhavinsk missile site, Russia	-	66.1000	51.3000	0.1000	RVSN	-	-	-
DERZH	LC371/8	-	LP	-	1960s	1990s	DERZH	Derzhavinsk missile site, Russia	-	66.1000	51.3000	0.1000	RVSN	-	-	-
DES	LM11-DS	-	LP	-	1972 Apr 24	1972 Apr 24	DES   LM11-DS	LM 11 Descent Stage, Descartes Base, Descartes Plain, Theophilus D2	Luna	15.5100	-8.9000	0.0100	NASA	-	-	-
DROV	LC830/2/1	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/2/2	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/2/3	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/2/4	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/2/5	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/2/6	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/2/7	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/2/8	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/21	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/23	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/27	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/3/1	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/3/10	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/3/2	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/3/3	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/3/7	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/3/8	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/3/9	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/30	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/31	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/32	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/33	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/34	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/35	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/36	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/37	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/4/4	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/1	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/2	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/4	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/5	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/6	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/7	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/8	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/5/9	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/54	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/63	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/66	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DROV	LC830/67	-	LP	-	1988	1989	DROV	Drovyanaya, Chitinsk oblast'	-	113.0000	51.5000	0.1000	RVSN	-	-	-
DYESS	RW16/34	-	LP	-	-	-	DYESS	RW16/34,  Dyess AFB, Texas	-	-99.8547	32.4208	0.0001	USAF	-	-	-
EAFB	EDT	-	LP	-	2008	*	EAFB  RW04L/22R	EDT (Temporary Runway) RW04L/22R, Edwards AFB, California	-	-117.8882	34.9112	0.0001	USAF	-	-	-
EAFB	RW04/22	-	LP	-	1957	*	EAFB  RW04/22	RW04/22, Edwards AFB, California	-	-117.8837	34.9054	0.0001	USAF	-	-	-
EAFB	RW18/36	-	LP	-	1957	*	EAFB  RW18/36	RW18/36, Rogers Dry Lake, Edwards AFB, California	-	-117.8600	34.9626	0.0001	USAF	-	-	-
EAFB	RW04	-	LP	-	1957	*	EAFB  RW04	RW04, Edwards AFB, California	-	-117.9019	34.8960	0.0001	USAF	-	-	-
EAFB	RW04L	-	LP	-	2008	*	EAFB  RW04L	RW04L (EDT), Edwards AFB, California	-	-117.9018	34.9043	0.0001	USAF	-	-	-
EAFB	RW05R	-	LP	-	1957	*	EAFB  RW05	RW05, Rogers Dry Lake, Edwards AFB, California	-	-117.8612	34.9493	0.0001	USAF	-	-	-
EAFB	RW06	-	LP	-	1957	*	EAFB  RW06	RW06, Rogers Dry Lake, Edwards AFB, California	-	-117.8814	34.8948	0.0001	USAF	-	-	-
EAFB	RW07	-	LP	-	1957	*	EAFB  RW07	RW07, Rogers Dry Lake, Edwards AFB, California	-	-117.8968	34.8406	0.0001	USAF	-	-	-
EAFB	RW15	-	LP	-	1957	*	EAFB  RW15	RW15, Rogers Dry Lake, Edwards AFB, California	-	-117.8694	34.9700	0.0001	USAF	-	-	-
EAFB	RW17	-	LP	-	1957	1992?	EAFB  RW17	RW17, Rogers Dry Lake, Edwards AFB, California	-	-117.8390	34.9237	0.0001	USAF	-	-	-
EAFB	RW18	-	LP	-	1957	*	EAFB  RW18	RW18, Rogers Dry Lake, Edwards AFB, California	-	-117.8748	34.9928	0.0001	USAF	-	-	-
EAFB	RW22	-	LP	-	1957	*	EAFB  RW22	RW22, Edwards AFB, California	-	-117.8309	34.9324	0.0001	USAF	-	-	-
EAFB	RW22R	-	LP	-	2008	*	EAFB  RW22R	RW22R (EDT), Edwards AFB, California	-	-117.8738	34.9185	0.0001	USAF	-	-	-
EAFB	RW23	-	LP	-	1957	*	EAFB  RW05	RW05, Rogers Dry Lake, Edwards AFB, California	-	-117.8191	34.9661	0.0001	USAF	-	-	-
EAFB	RW24	-	LP	-	1957	*	EAFB  RW24	RW24, Rogers Dry Lake, Edwards AFB, California	-	-117.8202	34.9059	0.0001	USAF	-	-	-
EAFB	RW25	-	LP	-	1957	*	EAFB  RW25	RW25, Rogers Dry Lake, Edwards AFB, California	-	-117.8222	34.8474	0.0001	USAF	-	-	-
EAFB	RW30	-	LP	-	1957	*	EAFB  RW30	RW30, Rogers Dry Lake, Edwards AFB, California	-	-117.8479	34.9335	0.0001	USAF	-	-	-
EAFB	RW33	-	LP	-	1957	*	EAFB  RW33	RW33, Rogers Dry Lake, Edwards AFB, California	-	-117.8512	34.9029	0.0001	USAF	-	-	-
EAFB	RW35	-	LP	-	1957	1992?	EAFB  RW35	RW35, Rogers Dry Lake, Edwards AFB, California	-	-117.8609	34.8625	0.0001	USAF	-	-	-
EAFB	RW36	-	LP	-	1957	*	EAFB  RW36	RW36, Rogers Dry Lake, Edwards AFB, California	-	-117.8715	34.9358	0.0001	USAF	-	-	-
EAFB	TL1	-	LP	-	1957	*	EAFB  TL1	Tethered Launch test silo, Test Area 1-100, Edwards AFB	-	-117.6448	34.9527	0.0001	USAF	-	-	-
EAFB	TL2	-	LP	-	1957	*	EAFB  TL2	Tethered Launch test silo, Test Area 1-100, Edwards AFB	-	-117.6461	34.9526	0.0001	USAF	-	-	-
